Tag;Parts_Id;01/05/2020;01/06/2020;01/07/2020;01/08/2020;01/09/2020;01/10/2020;01/11/2020;01/12/2020;01/01/2021;01/02/2021;01/03/2021;01/04/2021;01/05/2021;01/06/2021;01/07/2021;01/08/2021;01/09/2021;01/10/2021;01/11/2021;01/12/2021;01/01/2022;01/02/2022;01/03/2022;01/04/2022;01/05/2022;01/06/2022;01/07/2022;01/08/2022;01/09/2022;01/10/2022;01/11/2022;01/12/2022;01/01/2023;01/02/2023;01/03/2023;01/04/2023
Buste;5128;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;2.394;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;2.394;NULL
Buste;5129;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;2.088;NULL;NULL;NULL;NULL;NULL;NULL;NULL;2.088;NULL
Semilavorati;4769;NULL;13067;NULL;12059;NULL;13071;9760;13412;NULL;NULL;11487;NULL;8099;NULL;3907;NULL;12876;9999;NULL;14489;NULL;599;8044;8842;NULL;11864;8019;11060;NULL;10453;NULL;11928;NULL;12295;11612;NULL
Semilavorati;4783;2680;NULL;1818;NULL;2786;3568;NULL;1831;2738;NULL;2772;1790;NULL;2444;2777;1543;907;1737;3616;NULL;2718;2808;2705;NULL;3613;NULL;2672;4551;NULL;NULL;1803;2736;2717;NULL;1791;1796
Semilavorati;4785;NULL;NULL;NULL;NULL;805;NULL;NULL;NULL;NULL;NULL;843;NULL;NULL;NULL;NULL;NULL;898;NULL;NULL;NULL;NULL;NULL;830;NULL;NULL;NULL;922;NULL;NULL;NULL;NULL;922;NULL;NULL;NULL;920
Semilavorati;4792;NULL;NULL;NULL;NULL;1797;2582;2583;NULL;NULL;NULL;1806;2780;NULL;2637;2745;2868;NULL;5141;NULL;NULL;NULL;NULL;4592;NULL;NULL;3640;NULL;NULL;5550;NULL;2744;2767;NULL;NULL;2758;NULL
Semilavorati;4799;NULL;NULL;807;800;NULL;800;NULL;802;811;1570;NULL;800;0;755;798;776;NULL;764;763;NULL;759;NULL;762;NULL;762;NULL;767;761;NULL;761;761;763;NULL;NULL;NULL;NULL
Semilavorati;4817;NULL;NULL;3634;3916;13818;6508;7609;NULL;6428;NULL;7562;24613;20549;34132;41013;18192;16373;11751;15384;NULL;13914;14046;22881;33734;47083;32383;30211;12855;6096;7251;NULL;8719;22175;4167;27819;64118
Semilavorati;4819;NULL;NULL;57416;92867;142754;46424;79485;NULL;39103;23053;19309;81333;156633;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Semilavorati;4824;NULL;NULL;4985;NULL;4851;NULL;2485;NULL;2423;NULL;NULL;NULL;9914;6030;3759;10156;NULL;NULL;9239;NULL;1279;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Buste;5121;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;69;69;207;NULL;120;NULL;NULL;110.4
Buste;5135;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;177.65;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Buste;5137;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;29.88;84.162;156.87;47.808;57.27;57.27;NULL;NULL;57.27;68.724;NULL
Buste;5138;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;29.58;83.81;137.547;65.569;NULL;NULL;NULL;NULL;NULL;75.922;NULL
Buste;5152;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;43.05
Semilavorati;8849;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;922;NULL;NULL
Monoporzioni;8852;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;3010.56;NULL;7106.56
Semilavorati;8864;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;5;NULL;NULL;925;NULL
Buste;5130;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1.44;NULL;NULL;1.44;NULL;NULL;1.44;NULL;NULL;1.44;1.44
Buste;5143;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;7.623;NULL;NULL;NULL;NULL;NULL;13.431;1.452;1.815;NULL;NULL;NULL;NULL
Buste;5144;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;7.854;NULL;NULL;NULL;NULL;NULL;13.838;1.496;2.618;10.472;0.748;NULL;NULL
Buste;5145;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;9.02;NULL;NULL;NULL;NULL;NULL;16.687;3.157;3.608;0.902;0;NULL;NULL
Vasi;8844;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;520.32;NULL;NULL
Vasi;8845;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;362.88;207.36;NULL;207.36;NULL
Vasi;8847;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;3192.36;NULL;NULL
Monoporzioni;8861;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;2357.76;NULL;NULL;NULL;NULL
Semilavorati;4826;NULL;NULL;6368;18295;10274;14082;16110;NULL;7437;4998;18532;18597;23288;45832;51035;31715;19759;20463;14231;9132;21626;19167;48264;41122;43247;19489;33710;45140;6530;13016;18202;NULL;26890;19876;35976;57738
Semilavorati;4833;NULL;NULL;NULL;NULL;NULL;NULL;1301;NULL;6511;NULL;7837;14983;8821;5009;NULL;6330;NULL;5249;10434;1303;NULL;NULL;2619;1305;NULL;7814;3807;7702;11192;NULL;3340;3607;8407;NULL;3916;7721
Semilavorati;4835;NULL;NULL;NULL;NULL;NULL;NULL;2504;NULL;NULL;1096;8127;3637;3726;10198;7531;3277;NULL;3780;NULL;5207;3703;3911;3589;3545;8852;NULL;9107;5787;11019;NULL;NULL;6496;3603;3170;7567;4804
Semilavorati;4849;NULL;NULL;2602;38989;39070;19518;1294;NULL;7715;NULL;NULL;10396;96922;37560;76841;49093;50427;37349;39630;27343;64641;37740;56519;57194;57789;116790;44638;62284;19608;37217;20264;8831;39010;85800;103010;48211
Semilavorati;4851;NULL;NULL;5041;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;8157;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;9117;NULL;NULL;NULL;7605;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;7048;NULL
Semilavorati;4908;NULL;NULL;NULL;NULL;NULL;NULL;15469;23341;NULL;NULL;NULL;14817;NULL;26384;23164;1199;12876;1079;NULL;3094;27492;7023;NULL;NULL;5998;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Semilavorati;4910;NULL;NULL;NULL;1148;NULL;NULL;17815;NULL;NULL;NULL;NULL;NULL;NULL;1210;7838;8506;2366;18870;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Semilavorati;4919;NULL;NULL;NULL;14404;NULL;NULL;11723;NULL;NULL;NULL;NULL;29851;1267;NULL;5838;15493;14252;NULL;NULL;4811;20136;8712;NULL;NULL;NULL;5762;2333;NULL;NULL;NULL;10813;NULL;NULL;35079;5912;NULL
Monoporzioni;8862;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;2488.32;NULL;NULL;6182.4;NULL
Vasi;8878;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;19.2;26.88;57.6
Vasi;8879;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;19.2;46.08;19.2
Vasi;8880;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;30.72;26.88;NULL
Vasi;8881;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;428.4;NULL;NULL
Secchi;8900;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1056;NULL;6
Semilavorati;8926;NULL;NULL;NULL;6434;23074;NULL;17944;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;3502;13706;NULL;NULL;NULL;13582;26269;31099;5741;5555;NULL;NULL;NULL;NULL;13987;14067;NULL
Semilavorati;8941;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1855;NULL;NULL
Semilavorati;4924;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;946;2496;2277;NULL;NULL;NULL;NULL;2165;NULL;NULL;NULL;NULL;NULL;NULL;3672;NULL;NULL;NULL;1136;NULL;2306;NULL;NULL;NULL;NULL;NULL
Semilavorati;4926;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;22978;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Semilavorati;4944;NULL;NULL;NULL;NULL;NULL;6371;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Semilavorati;4958;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1310;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Semilavorati;4967;NULL;NULL;NULL;NULL;NULL;NULL;1312;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Semilavorati;5008;NULL;NULL;NULL;NULL;2772.4;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Semilavorati;5010;81.2;208.8;417.6;150.8;162.4;197.2;487.2;92.8;23.2;104.4;197.2;34.8;232;81.2;11.6;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Semilavorati;5067;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;9000;4500;NULL;12600;NULL;9000;NULL;8950;4500;4500;900;4500;9000;NULL;9000;4500;3750;13500;4500;9000;4500;9000;9000;4500;9000
Vasi;8944;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;506.688;NULL;NULL
Vasi;8945;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;694.848;NULL;NULL
Vasi;8948;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1958.4;NULL
Secchi;8952;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1200;NULL
Vasi;8962;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1670.4;NULL
;9020;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;2350.08
Vasi;8869;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;15.36;3.84;7.68
Vasi;8870;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;11.52;NULL;30.72
Vasi;8871;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;15.36;19.2;46.08
Vasi;8872;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;42.24;NULL;23.04
Vasi;8919;10281.6;6854.4;4896;4896;5875.2;9792;6858.48;8323.2;4406.4;5875.2;10122.48;7833.6;7344;7344;6364.8;5385.6;6854.4;7344;7344;7833.6;5385.6;7833.6;9302.4;6854.4;9792;7344;5875.2;4896;6364.8;8323.2;8323.2;8323.2;4896;5385.6;15120.48;1843.2
Semilavorati;8934;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;928;NULL;NULL
Vasi;8936;19094.4;10281.6;9302.4;7833.6;9792;12240;10562.4;10980;8323.2;7833.6;12729.6;8812.8;10771.2;9792;8323.2;7272;9302.4;10281.6;9792;12729.6;5875.2;11260.8;12240;10281.6;11750.4;10281.6;7344;8812.8;9302.4;11750.4;13219.2;13024.8;8323.2;9302.4;12124.8;8704
Vasi;8937;14486.4;7560;8236.8;7344;7833.6;9302.4;8377.2;8467.2;6220.8;6220.8;9792;7833.6;7833.6;7833.6;6710.4;6076.8;7344;7344;7833.6;9158.4;4406.4;8668.8;11952;7891.2;8870.4;8035.2;6912;7344;8035.2;8812.8;12596.4;9158.4;7344;9302.4;9090;8704
Semilavorati;5069;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1440;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;NULL;NULL
Semilavorati;5092;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1000;NULL;NULL;NULL;1060;NULL;500;1360;NULL;NULL;NULL;NULL;NULL;420;NULL;NULL;1000;NULL;NULL;1060;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Semilavorati;5094;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;500;NULL;NULL;NULL;240;NULL;300;440;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;400;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Semilavorati;5117;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1428;978;NULL;NULL;2460;NULL;1425;4100;NULL;NULL;NULL;NULL;NULL;1408;NULL;NULL;3600;NULL;NULL;1021;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Semilavorati;5119;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;2031;NULL;1000;NULL;NULL;NULL;NULL
Buste;5122;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;68.31;54.648;NULL;74.844;NULL;NULL;NULL
Buste;5124;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;70.38;106.488;NULL;84.456;14.688;NULL;NULL
Buste;5126;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;645.15;NULL;NULL;NULL;NULL;NULL
Buste;5131;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1.188;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1.188;NULL
Buste;5133;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1.476;NULL;NULL;NULL;1.476
Buste;5142;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;8.8;NULL;NULL;NULL;NULL;NULL;16.28;3.08;6.16;17.16;2.2;NULL;NULL
Buste;5149;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.495;NULL;19.14
Buste;5151;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.615;0.615;NULL;19.926
Monoporzioni;8831;NULL;2400;4800;1942;3360;NULL;NULL;NULL;NULL;480;3360;NULL;NULL;4800;2724;7848;NULL;2400;7484;NULL;NULL;2846;5458;1440;2400;5760;3840;1720;5280;2400;1440;942;4314;NULL;4400;2400
Vasi;8850;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;11980.8;NULL;NULL;NULL
Semilavorati;8863;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;895;NULL;NULL;NULL;NULL
Vasi;8938;14198.4;7833.6;6364.8;7344;7833.6;9302.4;7833.6;8323.2;5875.2;6854.4;8812.8;7833.6;7344;6850.8;7833.6;5385.6;7344;7833.6;9792;8323.2;4896;7344;8812.8;6854.4;6854.4;6854.4;5385.6;5875.2;5385.6;8323.2;9792;7833.6;5385.6;7344;13640.4;NULL
Vasi;8939;14198.4;6364.8;7833.6;6854.4;6854.4;9302.4;8323.2;7833.6;4896;6854.4;8319.6;6854.4;7833.6;6364.8;7344;5385.6;7833.6;7156.8;8323.2;9288;4896;7344;9302.4;6364.8;8812.8;7833.6;5875.2;7344;6854.4;8812.8;11217.6;8323.2;6364.8;7833.6;7426.8;8704
Vasi;8956;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1785.6;NULL
Semilavorati;8985;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1620
Semilavorati;8998;NULL;NULL;4985;NULL;4851;NULL;2485;NULL;2423;NULL;NULL;NULL;9914;6030;3759;10156;NULL;NULL;9239;NULL;1279;NULL;6384;NULL;10909;2543;7722;3914;NULL;3905;NULL;NULL;3712;NULL;7252;5614
Monoporzioni;9002;82.5;1597.5;3622.5;2365;937.5;255;100;212.5;137.5;237.5;212.5;312.5;2167.5;3752.5;4780;2667.5;1345;1065;1017.5;1342.5;407.5;485;2060;2805;1580;4210;3505;3062.5;590;415;835;1722.5;495;615;1810;1225
Vasi;8866;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;19.2;7.68;49.92
Vasi;8868;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;19.2;11.52;38.4
Vasi;8875;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;11.52;3.84;7.68
Vasi;8877;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;23.04;19.2;11.52
Vasi;8882;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;442.68;NULL;NULL
Secchi;8905;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;22;30;NULL
